"BehaviorSpace results (NetLogo 6.1.0)"
"ContactProcessForestAsTurtles.nlogo"
"CriticalValueBirds2.5-4forest1.5-1.85_world101"
"09/03/2019 22:35:37:152 -0300"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-50","50","-50","50"
"[run number]","world-width","world-height","birth-rate-birds","death-rate-birds","death-rate-forest","birth-rate-forest","[step]","habitat-proportion","birds-proportion"
"7311","101","101","2.9","1","1","1.72","70","0.015684736790510734","0"
"7306","101","101","2.9","1","1","1.71","118","0.004803450642093913","0"
"7309","101","101","2.9","1","1","1.71","107","0.009214782864425057","0"
"7313","101","101","2.9","1","1","1.72","110","0.016174884815214195","0"
"7315","101","101","2.9","1","1","1.72","85","0.00892069404960298","0"
"7163","101","101","2.89","1","1","1.78","387","0.10763650622487991","0"
"7318","101","101","2.9","1","1","1.73","73","0.01029310851877267","0"
"7305","101","101","2.9","1","1","1.7","166","0.023134986766003333","0"
"7188","101","101","2.89","1","1","1.83","390","0.12038035486716989","0"
"7314","101","101","2.9","1","1","1.72","138","0.013920203901578276","0"
"7321","101","101","2.9","1","1","1.74","65","0.004019213802568375","0"
"7324","101","101","2.9","1","1","1.74","70","0.0030389177531614546","0"
"7320","101","101","2.9","1","1","1.73","41","0.010587197333594745","0"
"7316","101","101","2.9","1","1","1.73","168","0.019115772963434956","0"
"7312","101","101","2.9","1","1","1.72","182","0.030683266346436623","0"
"7317","101","101","2.9","1","1","1.73","132","0.02382119400058818","0"
"7323","101","101","2.9","1","1","1.74","91","0.01225370061758651","0"
"7319","101","101","2.9","1","1","1.73","119","0.01637094402509558","0"
"7329","101","101","2.9","1","1","1.75","59","0.007058131555729831","0"
"7325","101","101","2.9","1","1","1.74","59","0.007548279580433291","0"
"7322","101","101","2.9","1","1","1.74","135","0.009214782864425057","0"
"7331","101","101","2.9","1","1","1.76","78","0.00803842760513675","0"
"7330","101","101","2.9","1","1","1.75","62","0.00843054602489952","0"
"7333","101","101","2.9","1","1","1.76","78","0.011175374963238898","0"
"7335","101","101","2.9","1","1","1.76","87","0.0068620723458484465","0"
"7338","101","101","2.9","1","1","1.77","42","0.007450249975492599","0"
"7332","101","101","2.9","1","1","1.76","113","0.0136261150867562","0"
"7327","101","101","2.9","1","1","1.75","185","0.019115772963434956","0"
"7334","101","101","2.9","1","1","1.76","148","0.0173512400745025","0"
"7340","101","101","2.9","1","1","1.77","74","0.008136457210077443","0"
"7326","101","101","2.9","1","1","1.75","188","0.027154200568571707","0"
"7328","101","101","2.9","1","1","1.75","193","0.021958631506715027","0"
"7195","101","101","2.89","1","1","1.84","319","0.14949514753455542","0"
"7345","101","101","2.9","1","1","1.78","71","0.006960101950789138","0"
"7344","101","101","2.9","1","1","1.78","102","0.020390157827663954","0"
"7339","101","101","2.9","1","1","1.77","120","0.019017743358494266","0"
"7343","101","101","2.9","1","1","1.78","178","0.012547789432408587","0"
"7347","101","101","2.9","1","1","1.79","82","0.010097049308891284","0"
"7342","101","101","2.9","1","1","1.78","124","0.021860601901774336","0"
"7351","101","101","2.9","1","1","1.8","59","0.009116753259484365","0"
"7353","101","101","2.9","1","1","1.8","47","0.007156161160670522","0"
"7348","101","101","2.9","1","1","1.79","127","0.011469463778060974","0"
"7337","101","101","2.9","1","1","1.77","192","0.042446818939319675","0"
"7350","101","101","2.9","1","1","1.79","125","0.015782766395451425","0"
"7358","101","101","2.9","1","1","1.81","51","0.012841878247230664","0"
"7354","101","101","2.9","1","1","1.8","113","0.01833153612390942","0"
"7352","101","101","2.9","1","1","1.8","142","0.027350259778453092","0"
"7356","101","101","2.9","1","1","1.81","139","0.02999705911185178","0"
"7171","101","101","2.89","1","1","1.8","420","0.1463582001764533","0"
"7359","101","101","2.9","1","1","1.81","74","0.020488187432604648","0"
"7355","101","101","2.9","1","1","1.8","160","0.022350749926477797","0"
"7349","101","101","2.9","1","1","1.79","163","0.035290657778649155","0"
"7336","101","101","2.9","1","1","1.77","266","0.05381825311243996","0"
"6118","101","101","2.83","1","1","1.85","757","0.2899715714145672","0"
"7360","101","101","2.9","1","1","1.81","83","0.00421527301244976","0"
"7346","101","101","2.9","1","1","1.79","176","0.04117243407509068","0"
"7362","101","101","2.9","1","1","1.82","78","0.018429565728850114","0"
"7369","101","101","2.9","1","1","1.83","47","0.008234486815018136","0"
"7367","101","101","2.9","1","1","1.83","83","0.015292618370747966","0"
"7363","101","101","2.9","1","1","1.82","107","0.014410351926281737","0"
"7341","101","101","2.9","1","1","1.78","271","0.04597588471718459","0"
"7361","101","101","2.9","1","1","1.82","110","0.03234976963042839","0"
"7366","101","101","2.9","1","1","1.83","144","0.03538868738358984","0"
"7376","101","101","2.9","1","1","1.85","98","0.021958631506715027","0"
"7365","101","101","2.9","1","1","1.82","147","0.037349279482403686","0"
"7373","101","101","2.9","1","1","1.84","114","0.03382021370453877","0"
"7381","101","101","2.91","1","1","1.5","114","0.0016665032839917656","0"
"7382","101","101","2.91","1","1","1.5","34","3.9211841976276833E-4","0"
"7374","101","101","2.9","1","1","1.84","190","0.05215174982844819","0"
"7383","101","101","2.91","1","1","1.5","29","0.001078325654347613","0"
"7385","101","101","2.91","1","1","1.5","29","0.0031369473581021466","0"
"7384","101","101","2.91","1","1","1.5","30","0.0030389177531614546","0"
"7386","101","101","2.91","1","1","1.51","36","5.881776296441525E-4","0"
"7377","101","101","2.9","1","1","1.85","163","0.025683756494461328","0"
"7387","101","101","2.91","1","1","1.51","40","0.0016665032839917656","0"
"7388","101","101","2.91","1","1","1.51","54","0.002058621703754534","0"
"7391","101","101","2.91","1","1","1.52","46","0.003234976963042839","0"
"7389","101","101","2.91","1","1","1.51","47","0","0"
"7390","101","101","2.91","1","1","1.51","50","8.822664444662288E-4","0"
"7393","101","101","2.91","1","1","1.52","47","0.002450740123517302","0"
"7392","101","101","2.91","1","1","1.52","85","4.901480247034605E-4","0"
"7394","101","101","2.91","1","1","1.52","49","0.0012743848642289971","0"
"7396","101","101","2.91","1","1","1.53","37","0.0012743848642289971","0"
"7395","101","101","2.91","1","1","1.52","40","7.842368395255367E-4","0"
"7380","101","101","2.9","1","1","1.85","154","0.039800019605920986","0"
"7398","101","101","2.91","1","1","1.53","44","0.002058621703754534","0"
"7397","101","101","2.91","1","1","1.53","55","0.001960592098813842","0"
"7399","101","101","2.91","1","1","1.53","39","5.881776296441525E-4","0"
"7401","101","101","2.91","1","1","1.54","54","0.002156651308695226","0"
"7400","101","101","2.91","1","1","1.53","44","0.0015684736790510733","0"
"7403","101","101","2.91","1","1","1.54","31","0.002254680913635918","0"
"7404","101","101","2.91","1","1","1.54","47","0.0018625624938731497","0"
"7405","101","101","2.91","1","1","1.54","47","0.002254680913635918","0"
"7402","101","101","2.91","1","1","1.54","86","0.0038231545926869915","0"
"7406","101","101","2.91","1","1","1.55","29","0.0015684736790510733","0"
"7409","101","101","2.91","1","1","1.55","27","0.0016665032839917656","0"
"7407","101","101","2.91","1","1","1.55","61","0.002156651308695226","0"
"7408","101","101","2.91","1","1","1.55","46","0.0030389177531614546","0"
"7410","101","101","2.91","1","1","1.55","65","0.002058621703754534","0"
"7412","101","101","2.91","1","1","1.56","57","0.001960592098813842","0"
"7411","101","101","2.91","1","1","1.56","55","0.002156651308695226","0"
"7414","101","101","2.91","1","1","1.56","34","0.002254680913635918","0"
"7413","101","101","2.91","1","1","1.56","54","0.0025487697284579942","0"
"7415","101","101","2.91","1","1","1.56","35","0.004901480247034604","0"
"7416","101","101","2.91","1","1","1.57","55","0.0028428585432800704","0"
"5760","101","101","2.81","1","1","1.85","1000","0.29203019311832173","0.009900990099009901"
"7417","101","101","2.91","1","1","1.57","58","0.004803450642093913","0"
"7419","101","101","2.91","1","1","1.57","65","0.00421527301244976","0"
"7418","101","101","2.91","1","1","1.57","88","0.003333006567983531","0"
"7420","101","101","2.91","1","1","1.57","47","5.881776296441525E-4","0"
"7368","101","101","2.9","1","1","1.83","304","0.09106950298990295","0"
"7423","101","101","2.91","1","1","1.58","46","0.0029408881482207625","0"
"7422","101","101","2.91","1","1","1.58","58","0.002450740123517302","0"
"7421","101","101","2.91","1","1","1.58","106","0.0013724144691696892","0"
"7425","101","101","2.91","1","1","1.58","44","0.001176355259288305","0"
"7426","101","101","2.91","1","1","1.59","46","0.0029408881482207625","0"
"7424","101","101","2.91","1","1","1.58","89","0.009018723654543672","0"
"7427","101","101","2.91","1","1","1.59","112","0.00421527301244976","0"
"7429","101","101","2.91","1","1","1.59","74","0","9.802960494069208E-5"
"7430","101","101","2.91","1","1","1.59","39","0.0014704440741103812","0"
"7428","101","101","2.91","1","1","1.59","69","0.002254680913635918","0"
"7431","101","101","2.91","1","1","1.6","49","0.002058621703754534","0"
"7433","101","101","2.91","1","1","1.6","43","0.004411332222331144","0"
"7432","101","101","2.91","1","1","1.6","58","0.006175865111263602","0"
"7434","101","101","2.91","1","1","1.6","60","0","9.802960494069208E-5"
"7435","101","101","2.91","1","1","1.6","47","0.0013724144691696892","0"
"7436","101","101","2.91","1","1","1.61","74","0.0036270953828056074","0"
"7440","101","101","2.91","1","1","1.61","32","0.002156651308695226","0"
"7439","101","101","2.91","1","1","1.61","48","0.0015684736790510733","0"
"7437","101","101","2.91","1","1","1.61","62","0.004999509851975297","0"
"7438","101","101","2.91","1","1","1.61","44","0.009900990099009901","0"
"7442","101","101","2.91","1","1","1.62","88","0.00421527301244976","0"
"7441","101","101","2.91","1","1","1.62","74","0.0038231545926869915","0"
"7371","101","101","2.9","1","1","1.84","287","0.07332614449563768","0"
"7443","101","101","2.91","1","1","1.62","59","0.0073522203705519065","0"
"7447","101","101","2.91","1","1","1.63","55","0.003333006567983531","0"
"7445","101","101","2.91","1","1","1.62","66","0.0031369473581021466","0"
"7446","101","101","2.91","1","1","1.63","66","0.0028428585432800704","0"
"7450","101","101","2.91","1","1","1.63","79","0.001960592098813842","0"
"7449","101","101","2.91","1","1","1.63","41","0.00421527301244976","0"
"7448","101","101","2.91","1","1","1.63","87","0.0036270953828056074","0"
"7454","101","101","2.91","1","1","1.64","45","0.0037251249877462995","0"
"7444","101","101","2.91","1","1","1.62","137","0.005391628271738065","0"
"7451","101","101","2.91","1","1","1.64","72","0.008234486815018136","0"
"7452","101","101","2.91","1","1","1.64","88","0.002058621703754534","0"
"7456","101","101","2.91","1","1","1.65","59","0.006175865111263602","0"
"7457","101","101","2.91","1","1","1.65","59","0.004313302617390452","0"
"7459","101","101","2.91","1","1","1.65","40","0.005293598666797373","0"
"7453","101","101","2.91","1","1","1.64","89","0.011567493383001667","0"
"7458","101","101","2.91","1","1","1.65","51","8.822664444662288E-4","0"
"7462","101","101","2.91","1","1","1.66","39","0.006077835506322909","0"
"7455","101","101","2.91","1","1","1.64","112","0.013822174296637584","0"
"7463","101","101","2.91","1","1","1.66","61","0.006273894716204293","0"
"7378","101","101","2.9","1","1","1.85","320","0.09499068718753063","0"
"7466","101","101","2.91","1","1","1.67","78","0.003333006567983531","0"
"7467","101","101","2.91","1","1","1.67","32","0.003921184197627684","0"
"7469","101","101","2.91","1","1","1.67","38","0.008332516419958828","0"
"7464","101","101","2.91","1","1","1.66","104","0.0059798059013822175","0"
"7465","101","101","2.91","1","1","1.66","79","0.009214782864425057","0"
"7468","101","101","2.91","1","1","1.67","101","0.007842368395255367","0"
"7470","101","101","2.91","1","1","1.67","75","0.007548279580433291","0"
"7474","101","101","2.91","1","1","1.68","50","0.008822664444662289","0"
"7473","101","101","2.91","1","1","1.68","97","0.011861582197823742","0"
"7475","101","101","2.91","1","1","1.68","51","0.0025487697284579942","0"
"7472","101","101","2.91","1","1","1.68","92","0.011273404568179591","0"
"7479","101","101","2.91","1","1","1.69","69","7.842368395255367E-4","0"
"7460","101","101","2.91","1","1","1.65","184","0.010097049308891284","0"
"7471","101","101","2.91","1","1","1.68","110","0.011861582197823742","0"
"7481","101","101","2.91","1","1","1.7","59","0.012645819037349279","0"
"7480","101","101","2.91","1","1","1.69","83","0.005391628271738065","0"
"7478","101","101","2.91","1","1","1.69","89","0.013037937457112047","0"
"7483","101","101","2.91","1","1","1.7","66","0.0031369473581021466","0"
"7484","101","101","2.91","1","1","1.7","45","0.004313302617390452","0"
"7477","101","101","2.91","1","1","1.69","224","0.0026467993333986863","0"
"7476","101","101","2.91","1","1","1.69","147","0.020096069012841878","0"
"7461","101","101","2.91","1","1","1.66","206","0.018429565728850114","0"
"7485","101","101","2.91","1","1","1.7","71","0.012743848642289972","0"
"7482","101","101","2.91","1","1","1.7","153","0.00794039800019606","0"
"7488","101","101","2.91","1","1","1.71","117","0.011567493383001667","0"
"7486","101","101","2.91","1","1","1.71","99","0.0136261150867562","0"
"7492","101","101","2.91","1","1","1.72","57","0.00794039800019606","0"
"7487","101","101","2.91","1","1","1.71","135","0.007156161160670522","0"
"7490","101","101","2.91","1","1","1.71","99","0.008626605234780904","0"
"7491","101","101","2.91","1","1","1.72","110","0.003333006567983531","0"
"7489","101","101","2.91","1","1","1.71","112","0.00892069404960298","0"
"7497","101","101","2.91","1","1","1.73","37","0.0028428585432800704","0"
"7494","101","101","2.91","1","1","1.72","102","0.006077835506322909","0"
"7496","101","101","2.91","1","1","1.73","79","0.008822664444662289","0"
"7495","101","101","2.91","1","1","1.72","79","0.004019213802568375","0"
"7499","101","101","2.91","1","1","1.73","49","0.004803450642093913","0"
"7493","101","101","2.91","1","1","1.72","168","0.010979315753357513","0"
"7503","101","101","2.91","1","1","1.74","49","0.00656798353102637","0"
"7502","101","101","2.91","1","1","1.74","81","0.00892069404960298","0"
"7500","101","101","2.91","1","1","1.73","104","0.0050975394569159884","0"
"7506","101","101","2.91","1","1","1.75","40","0.009312812469365748","0"
"7507","101","101","2.91","1","1","1.75","38","0.007254190765611215","0"
"7498","101","101","2.91","1","1","1.73","134","0.010685226938535438","0"
"7505","101","101","2.91","1","1","1.74","88","0.009214782864425057","0"
"7508","101","101","2.91","1","1","1.75","73","0.00892069404960298","0"
"7501","101","101","2.91","1","1","1.74","123","0.007744338790314675","0"
"7504","101","101","2.91","1","1","1.74","123","0.016174884815214195","0"
"7510","101","101","2.91","1","1","1.75","107","0.011175374963238898","0"
"7509","101","101","2.91","1","1","1.75","103","0.01823350651896873","0"
"7511","101","101","2.91","1","1","1.76","113","0.01970395059307911","0"
"7514","101","101","2.91","1","1","1.76","99","0.016174884815214195","0"
"7513","101","101","2.91","1","1","1.76","111","0.01548867758062935","0"
"7520","101","101","2.91","1","1","1.77","108","0.01931183217331634","0"
"7517","101","101","2.91","1","1","1.77","167","0.025683756494461328","0"
"7522","101","101","2.91","1","1","1.78","47","0.005783746691500833","0"
"7524","101","101","2.91","1","1","1.78","144","0.009606901284187825","0"
"7512","101","101","2.91","1","1","1.76","228","0.039996078815802374","0"
"7515","101","101","2.91","1","1","1.76","244","0.0272522301735124","0"
"7525","101","101","2.91","1","1","1.78","127","0.016665032839917656","0"
"7527","101","101","2.91","1","1","1.79","121","0.021860601901774336","0"
"7529","101","101","2.91","1","1","1.79","49","0.009999019703950594","0"
"7528","101","101","2.91","1","1","1.79","83","0.01450838153122243","0"
"7531","101","101","2.91","1","1","1.8","81","0.014410351926281737","0"
"7521","101","101","2.91","1","1","1.78","258","0.05489657876678757","0"
"7530","101","101","2.91","1","1","1.79","123","0.019900009802960493","0"
"7518","101","101","2.91","1","1","1.77","296","0.055092637976668954","0"
"7532","101","101","2.91","1","1","1.8","158","0.0173512400745025","0"
"7523","101","101","2.91","1","1","1.78","244","0.04842662484070189","0"
"7533","101","101","2.91","1","1","1.8","82","0.01833153612390942","0"
"7536","101","101","2.91","1","1","1.81","87","0.01176355259288305","0"
"7516","101","101","2.91","1","1","1.77","339","0.06450348005097539","0"
"7538","101","101","2.91","1","1","1.81","47","0.005783746691500833","0"
"7534","101","101","2.91","1","1","1.8","118","0.019998039407901187","0"
"7191","101","101","2.89","1","1","1.84","543","0.2381139104009411","0"
"7541","101","101","2.91","1","1","1.82","41","0.008528575629840211","0"
"7357","101","101","2.9","1","1","1.81","500","0.1550828350161749","0"
"7539","101","101","2.91","1","1","1.81","79","0.015194588765807274","0"
"7544","101","101","2.91","1","1","1.82","51","0.009214782864425057","0"
"7535","101","101","2.91","1","1","1.8","181","0.030879325556318008","0"
"7548","101","101","2.91","1","1","1.83","123","0.004411332222331144","0"
"7537","101","101","2.91","1","1","1.81","250","0.04901480247034604","0"
"7547","101","101","2.91","1","1","1.83","173","0.055092637976668954","0"
"7526","101","101","2.91","1","1","1.79","429","0.0953828056072934","0"
"7552","101","101","2.91","1","1","1.84","93","0.0173512400745025","0"
"7549","101","101","2.91","1","1","1.83","220","0.05479854916184688","0"
"7375","101","101","2.9","1","1","1.84","464","0.2293892755612195","0"
"7553","101","101","2.91","1","1","1.84","129","0.027056170963631016","0"
"7550","101","101","2.91","1","1","1.83","167","0.043819233408489366","0"
"7554","101","101","2.91","1","1","1.84","94","0.02058621703754534","0"
"7519","101","101","2.91","1","1","1.77","477","0.1635133810410744","0"
"7545","101","101","2.91","1","1","1.82","303","0.09126556219978434","0"
"7546","101","101","2.91","1","1","1.83","289","0.10881286148416822","0"
"7561","101","101","2.92","1","1","1.5","52","0.0029408881482207625","0"
"7559","101","101","2.91","1","1","1.85","100","0.03568277619841192","0"
"7563","101","101","2.92","1","1","1.5","51","3.9211841976276833E-4","0"
"7556","101","101","2.91","1","1","1.85","161","0.0446034702480149","0"
"7562","101","101","2.92","1","1","1.5","53","0.0018625624938731497","0"
"7564","101","101","2.92","1","1","1.5","46","9.80296049406921E-4","0"
"7565","101","101","2.92","1","1","1.5","62","0.002058621703754534","0"
"7567","101","101","2.92","1","1","1.51","23","0.0025487697284579942","0"
"7566","101","101","2.92","1","1","1.51","42","0.004019213802568375","0"
"7569","101","101","2.92","1","1","1.51","29","0.001960592098813842","0"
"7570","101","101","2.92","1","1","1.51","24","8.822664444662288E-4","0"
"7568","101","101","2.92","1","1","1.51","68","0.003921184197627684","0"
"7187","101","101","2.89","1","1","1.83","542","0.2525242623272228","0"
"7571","101","101","2.92","1","1","1.52","36","0.0036270953828056074","0"
"7572","101","101","2.92","1","1","1.52","46","5.881776296441525E-4","0"
"7574","101","101","2.92","1","1","1.52","41","0","9.802960494069208E-5"
"7573","101","101","2.92","1","1","1.52","54","0.004999509851975297","0"
"7575","101","101","2.92","1","1","1.52","53","0","9.802960494069208E-5"
"7579","101","101","2.92","1","1","1.53","48","0.0027448289383393784","0"
"7577","101","101","2.92","1","1","1.53","71","0","9.802960494069208E-5"
"7578","101","101","2.92","1","1","1.53","57","0.003234976963042839","0"
"7580","101","101","2.92","1","1","1.53","53","0.004313302617390452","0"
"7576","101","101","2.92","1","1","1.53","105","0.007450249975492599","0"
"7581","101","101","2.92","1","1","1.54","51","0.0016665032839917656","0"
"7582","101","101","2.92","1","1","1.54","41","0.0017645328889324577","0"
"7583","101","101","2.92","1","1","1.54","60","0.0035290657778649153","0"
"7584","101","101","2.92","1","1","1.54","32","0.0029408881482207625","0"
"7585","101","101","2.92","1","1","1.54","39","0","9.802960494069208E-5"
"7587","101","101","2.92","1","1","1.55","54","0.005587687481619449","0"
"7589","101","101","2.92","1","1","1.55","25","0.001078325654347613","0"
"7588","101","101","2.92","1","1","1.55","31","0.004117243407509068","0"
"7586","101","101","2.92","1","1","1.55","54","0.0034310361729242233","0"
"7590","101","101","2.92","1","1","1.55","71","0.00235271051857661","0"
"7592","101","101","2.92","1","1","1.56","49","0.001960592098813842","0"
"7593","101","101","2.92","1","1","1.56","73","8.822664444662288E-4","0"
"7591","101","101","2.92","1","1","1.56","84","0.0034310361729242233","0"
"7594","101","101","2.92","1","1","1.56","48","0.002058621703754534","0"
"7598","101","101","2.92","1","1","1.57","26","0.003234976963042839","0"
"7595","101","101","2.92","1","1","1.56","56","0.007646309185373983","0"
"7597","101","101","2.92","1","1","1.57","37","0.0013724144691696892","0"
"7596","101","101","2.92","1","1","1.57","47","0.001176355259288305","0"
"7543","101","101","2.91","1","1","1.82","391","0.14214292716400354","0"
"7599","101","101","2.92","1","1","1.57","47","0.0017645328889324577","0"
"7601","101","101","2.92","1","1","1.58","56","0.002254680913635918","0"
"7603","101","101","2.92","1","1","1.58","86","0.0025487697284579942","0"
"7604","101","101","2.92","1","1","1.58","101","0.006371924321144986","0"
"7600","101","101","2.92","1","1","1.57","131","0.0018625624938731497","0"
"7602","101","101","2.92","1","1","1.58","125","0.0034310361729242233","0"
"7605","101","101","2.92","1","1","1.58","36","0.004999509851975297","0"
"7606","101","101","2.92","1","1","1.59","43","0.009704930889128516","0"
"7607","101","101","2.92","1","1","1.59","79","0.0030389177531614546","0"
"7610","101","101","2.92","1","1","1.59","50","0.002058621703754534","0"
"7611","101","101","2.92","1","1","1.6","46","0.0027448289383393784","0"
"7608","101","101","2.92","1","1","1.59","116","0.0027448289383393784","0"
"7612","101","101","2.92","1","1","1.6","52","0.00470542103715322","0"
"7609","101","101","2.92","1","1","1.59","75","0.0037251249877462995","0"
"7016","101","101","2.88","1","1","1.85","613","0.2722282129203019","0"
"7614","101","101","2.92","1","1","1.6","33","0.002058621703754534","0"
"7616","101","101","2.92","1","1","1.61","53","0.0014704440741103812","0"
"7615","101","101","2.92","1","1","1.6","57","0.0036270953828056074","0"
"7613","101","101","2.92","1","1","1.6","87","0.0050975394569159884","0"
"7619","101","101","2.92","1","1","1.61","42","0.002058621703754534","0"
"7620","101","101","2.92","1","1","1.61","36","0.002156651308695226","0"
"7617","101","101","2.92","1","1","1.61","71","0.0016665032839917656","0"
"7618","101","101","2.92","1","1","1.61","64","0.001960592098813842","0"
"7624","101","101","2.92","1","1","1.62","48","0.0030389177531614546","0"
"7621","101","101","2.92","1","1","1.62","60","0.00843054602489952","0"
"7622","101","101","2.92","1","1","1.62","78","0.0031369473581021466","0"
"7627","101","101","2.92","1","1","1.63","43","0.0030389177531614546","0"
"7625","101","101","2.92","1","1","1.62","83","0.003234976963042839","0"
"7623","101","101","2.92","1","1","1.62","79","0.0035290657778649153","0"
"7629","101","101","2.92","1","1","1.63","64","0.0017645328889324577","0"
"7626","101","101","2.92","1","1","1.63","108","0.0073522203705519065","0"
"7630","101","101","2.92","1","1","1.63","64","0.0029408881482207625","0"
"7632","101","101","2.92","1","1","1.64","35","0.004803450642093913","0"
"7628","101","101","2.92","1","1","1.63","92","0.007254190765611215","0"
"7631","101","101","2.92","1","1","1.64","67","0.002450740123517302","0"
"7635","101","101","2.92","1","1","1.64","56","0.0016665032839917656","0"
"7636","101","101","2.92","1","1","1.65","47","0.0030389177531614546","0"
"7633","101","101","2.92","1","1","1.64","72","0.009704930889128516","0"
"7634","101","101","2.92","1","1","1.64","77","0.0025487697284579942","0"
"7639","101","101","2.92","1","1","1.65","78","0.0030389177531614546","0"
"7637","101","101","2.92","1","1","1.65","51","0.005391628271738065","0"
"7638","101","101","2.92","1","1","1.65","36","0.007450249975492599","0"
"7640","101","101","2.92","1","1","1.65","48","0.012743848642289972","0"
"7642","101","101","2.92","1","1","1.66","52","0.004509361827271836","0"
"7644","101","101","2.92","1","1","1.66","69","0.004117243407509068","0"
"7641","101","101","2.92","1","1","1.66","74","0.007842368395255367","0"
"7643","101","101","2.92","1","1","1.66","81","0.005783746691500833","0"
"7645","101","101","2.92","1","1","1.66","105","0.00803842760513675","0"
"7648","101","101","2.92","1","1","1.67","53","0.004117243407509068","0"
"7647","101","101","2.92","1","1","1.67","153","0.007842368395255367","0"
"7650","101","101","2.92","1","1","1.67","68","0.0014704440741103812","0"
"7646","101","101","2.92","1","1","1.67","93","0.01166552298794236","0"
"7651","101","101","2.92","1","1","1.68","73","0.0068620723458484465","0"
"7649","101","101","2.92","1","1","1.67","89","0.00794039800019606","0"
"7654","101","101","2.92","1","1","1.68","43","0.00656798353102637","0"
"7652","101","101","2.92","1","1","1.68","74","0.0059798059013822175","0"
"7655","101","101","2.92","1","1","1.68","65","0.00794039800019606","0"
"7657","101","101","2.92","1","1","1.69","49","0.0016665032839917656","0"
"7653","101","101","2.92","1","1","1.68","110","0.01078325654347613","0"
"7656","101","101","2.92","1","1","1.69","94","0.011077345358298206","0"
"7551","101","101","2.91","1","1","1.84","331","0.14861288109008922","0"
"7658","101","101","2.92","1","1","1.69","71","0.004313302617390452","0"
"7661","101","101","2.92","1","1","1.7","37","0.004509361827271836","0"
"7662","101","101","2.92","1","1","1.7","57","0.007646309185373983","0"
"7659","101","101","2.92","1","1","1.69","73","0.009214782864425057","0"
"7663","101","101","2.92","1","1","1.7","75","0.01833153612390942","0"
"7664","101","101","2.92","1","1","1.7","79","0.006666013135967062","0"
"7667","101","101","2.92","1","1","1.71","97","0.004803450642093913","0"
"7660","101","101","2.92","1","1","1.69","105","0.00941084207430644","0"
"7364","101","101","2.9","1","1","1.82","519","0.2131163611410646","0"
"7666","101","101","2.92","1","1","1.71","83","0.008332516419958828","0"
"7671","101","101","2.92","1","1","1.72","43","0.001176355259288305","0"
"7668","101","101","2.92","1","1","1.71","76","0.005293598666797373","0"
"7674","101","101","2.92","1","1","1.72","40","0.002450740123517302","0"
"7665","101","101","2.92","1","1","1.7","126","0.006077835506322909","0"
"7670","101","101","2.92","1","1","1.71","81","0.015782766395451425","0"
"7677","101","101","2.92","1","1","1.73","36","0.009704930889128516","0"
"7678","101","101","2.92","1","1","1.73","41","0.0073522203705519065","0"
"7681","101","101","2.92","1","1","1.74","47","0.0028428585432800704","0"
"7679","101","101","2.92","1","1","1.73","79","0.024311342025291637","0"
"7680","101","101","2.92","1","1","1.73","167","0.0059798059013822175","0"
"7669","101","101","2.92","1","1","1.71","136","0.016665032839917656","0"
"7676","101","101","2.92","1","1","1.73","148","0.017939417704146653","0"
"7685","101","101","2.92","1","1","1.74","31","0.0016665032839917656","0"
"7682","101","101","2.92","1","1","1.74","103","0.00892069404960298","0"
"7683","101","101","2.92","1","1","1.74","88","0.02058621703754534","0"
"7673","101","101","2.92","1","1","1.72","76","0.0038231545926869915","0"
"7686","101","101","2.92","1","1","1.75","53","0.010195078913831977","0"
"7684","101","101","2.92","1","1","1.74","90","0.012155671012645818","0"
"7688","101","101","2.92","1","1","1.75","44","0.00941084207430644","0"
"7675","101","101","2.92","1","1","1.72","208","0.013822174296637584","0"
"7691","101","101","2.92","1","1","1.76","53","0.005391628271738065","0"
"7687","101","101","2.92","1","1","1.75","73","0.009018723654543672","0"
"7694","101","101","2.92","1","1","1.76","40","0.013037937457112047","0"
"7695","101","101","2.92","1","1","1.76","93","0.014900499950985198","0"
"7693","101","101","2.92","1","1","1.76","112","0.007548279580433291","0"
"7690","101","101","2.92","1","1","1.75","151","0.01078325654347613","0"
"7689","101","101","2.92","1","1","1.75","184","0.020488187432604648","0"
"7672","101","101","2.92","1","1","1.72","277","0.029800999901970396","0"
"7701","101","101","2.92","1","1","1.78","53","0.004999509851975297","0"
"7698","101","101","2.92","1","1","1.77","79","0.010979315753357513","0"
"7700","101","101","2.92","1","1","1.77","78","0.014214292716400352","0"
"7699","101","101","2.92","1","1","1.77","126","0.0173512400745025","0"
"7697","101","101","2.92","1","1","1.77","141","0.01646897363003627","0"
"7703","101","101","2.92","1","1","1.78","87","0.018527595333790805","0"
"7704","101","101","2.92","1","1","1.78","131","0.01784138809920596","0"
"7696","101","101","2.92","1","1","1.77","169","0.021370453877070875","0"
"7709","101","101","2.92","1","1","1.79","42","0.005587687481619449","0"
"7705","101","101","2.92","1","1","1.78","127","0.02960494069208901","0"
"7372","101","101","2.9","1","1","1.84","560","0.2806587589452014","0"
"7707","101","101","2.92","1","1","1.79","197","0.037153220272522304","0"
"7710","101","101","2.92","1","1","1.79","125","0.017645328889324578","0"
"7711","101","101","2.92","1","1","1.8","115","0.01921380256837565","0"
"7715","101","101","2.92","1","1","1.8","50","0.006273894716204293","0"
