[run number],birth-rate-forest,birth-rate-birds,birds-behavior,world-width,world-height,death-rate-birds,death-rate-forest,random-seed,[step],habitat-proportion,birds-proportion,siminputrow
1,2.5,1.9,AdultSelection,101,101,1,1,4578,919,0.549161846877757,0.3223213410449956,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,920,0.5519066758160964,0.3175178904029017,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,921,0.5559258896186648,0.3249681403783943,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,922,0.5478874620135281,0.32634055484756397,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,923,0.5430840113714341,0.325066169983335,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,924,0.5486716988530537,0.3207528673659445,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,925,0.546318988334477,0.3247720811685129,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,926,0.5457308107048329,0.3287912949710813,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,927,0.548867758062935,0.32996765023036956,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,928,0.5372022350749927,0.32634055484756397,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,929,0.5375943534947554,0.3125183805509264,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,930,0.5355357317910009,0.3115380845015195,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,931,0.5416135672973238,0.31643956474855406,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,932,0.5305362219390256,0.31261641015586705,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,933,0.5343593765317126,0.309773551612587,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,934,0.5356337613959415,0.3082050779335359,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,935,0.5425938633467308,0.30330359768650134,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,936,0.5468091363591805,0.3083031075384766,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,937,0.5467111067542397,0.3084011371434173,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,938,0.5372022350749927,0.30889128516812075,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,939,0.5302421331242035,0.302127242427213,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,940,0.5433781001862562,0.2933045779825507,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,941,0.5435741593961376,0.29026566022938927,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,942,0.5452406626801294,0.2895794529948044,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,943,0.5502401725321047,0.29036368983433,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,944,0.5523968238407999,0.2984021174394667,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,945,0.5490638172728164,0.30055876874816195,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,946,0.5383785903342809,0.300852857562984,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,947,0.5400450936182727,0.29800999901970393,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,948,0.5487697284579943,0.30300950887167927,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,949,0.5511224389765709,0.30761690030389177,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,950,0.5524948534457406,0.30516616018037446,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,951,0.5595529850014704,0.3134006469953926,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,952,0.5449465738653073,0.3058523674149593,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,953,0.5495539652975199,0.31781197921772375,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,954,0.5517106166062151,0.32026271934124106,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,955,0.5517106166062151,0.31918439368689344,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,956,0.5489657876678757,0.3180080384276051,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,957,0.5592588961866484,0.3142829134398588,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,958,0.5551416527791393,0.31320458778551125,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,959,0.557494363297716,0.31124399568669736,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,960,0.5633761395941574,0.3136947358102147,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,961,0.5598470738162925,0.31536123909420644,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,962,0.5556318008038428,0.31692971277325754,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,963,0.5596510146064111,0.31683168316831684,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,964,0.5548475639643172,0.3188903048720714,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,965,0.5595529850014704,0.3194784825017155,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,966,0.5596510146064111,0.317419860797961,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,967,0.5654347612979119,0.32163513381041076,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,968,0.5654347612979119,0.32663464366238604,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,969,0.571806685619057,0.3247720811685129,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,970,0.5671012645819037,0.3244779923536908,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,971,0.557788452112538,0.3219292226252328,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,972,0.5583766297421822,0.3204587785511224,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,973,0.5621997843348692,0.32251740025487696,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,974,0.5623958435447505,0.3284972061562592,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,975,0.5587687481619449,0.3321243015390648,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,976,0.5622978139398098,0.33045779825507304,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,977,0.5578864817174787,0.32428193314380943,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,978,0.5550436231741986,0.3207528673659445,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,979,0.5540633271247917,0.31908636408195273,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,980,0.5470051955690619,0.3180080384276051,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,981,0.5417115969022644,0.31536123909420644,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,982,0.5419076561121459,0.31359670620527397,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,983,0.5448485442603667,0.31692971277325754,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,984,0.5470051955690619,0.31261641015586705,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,985,0.5511224389765709,0.3185962160572493,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,986,0.5500441133222234,0.30791098911871384,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,987,0.5586707185570042,0.3122242917361043,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,988,0.5534751494951475,0.30800901872365455,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,989,0.5496519949024605,0.3044799529457896,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,990,0.5407313008528576,0.29663758455053424,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,991,0.5458288403097735,0.2935986667973728,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,992,0.5462209587295364,0.2913439858837369,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,993,0.5522987942358593,0.2975198509950005,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,994,0.5531810606803255,0.2904617194392707,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,995,0.5572002744828939,0.2875208312910499,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,996,0.5594549553965298,0.2956572885011273,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,997,0.5624938731496912,0.2936966964023135,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,998,0.5608273698656995,0.29683364376041566,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,999,0.5604352514459366,0.3001666503283992,1
1,2.5,1.9,AdultSelection,101,101,1,1,4578,1000,0.5519066758160964,0.29928438388393297,1
1,2.5,2.1,BirthSelection,101,101,1,1,4578,901,0.5414175080874424,0.32241937064993625,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,902,0.5385746495441623,0.3235957259092246,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,903,0.5421037153220273,0.31869424566218996,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,904,0.5405352416429762,0.3129104989706891,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,905,0.5461229291245956,0.31457700225468094,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,906,0.5430840113714341,0.3101656700323498,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,907,0.5404372120380355,0.311047936476816,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,908,0.5405352416429762,0.29948044309381433,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,909,0.5435741593961376,0.3049701009704931,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,910,0.5468091363591805,0.3034996568963827,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,911,0.5499460837172826,0.29957847269875504,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,912,0.5403391824330948,0.3045779825507303,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,913,0.5392608567787471,0.3039898049210862,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,914,0.5397510048034506,0.30800901872365455,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,915,0.5393588863836879,0.29948044309381433,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,916,0.5409273600627389,0.29350063719243213,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,917,0.5444564258406038,0.2899715714145672,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,918,0.54249583374179,0.2888932457602196,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,919,0.5436721890010783,0.28467797274776985,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,920,0.5473973139888246,0.2862464464268209,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,921,0.5418096265072052,0.28507009116753257,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,922,0.5427899225566121,0.27958043329085386,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,923,0.5323987844328988,0.2764434859327517,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,924,0.5403391824330948,0.2783060484266248,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,925,0.5382805607293403,0.27860013724144694,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,926,0.5454367218900108,0.2775218115870993,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,927,0.5470051955690619,0.2815410253896677,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,928,0.5422017449269679,0.2799725517106166,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,929,0.5447505146554259,0.281442995784727,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,930,0.5489657876678757,0.2873247720811685,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,931,0.5425938633467308,0.27761984119204,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,932,0.5429859817664935,0.2800705813155573,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,933,0.547299284383884,0.27938437408097244,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,934,0.5580825409273601,0.29320654837761007,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,935,0.5527889422605627,0.2927164003529066,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,936,0.5559258896186648,0.2908538378590334,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,937,0.5494559356925791,0.29075580825409275,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,938,0.5558278600137242,0.2956572885011273,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,939,0.5502401725321047,0.2912459562787962,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,940,0.5474953435937653,0.291932163513381,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,941,0.5531810606803255,0.2913439858837369,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,942,0.5459268699147143,0.2947750220566611,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,943,0.5533771198902069,0.29693167336535636,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,944,0.5411234192726203,0.29546122929124596,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,945,0.5443583962356632,0.29301048916772865,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,946,0.545044603470248,0.29448093324183905,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,947,0.5411234192726203,0.28977551220468584,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,948,0.5460248995196549,0.2949710812665425,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,949,0.54533869228507,0.29310851877266936,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,950,0.5411234192726203,0.2857562984021174,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,951,0.5444564258406038,0.2877168905009313,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,952,0.549161846877757,0.2924223115380845,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,953,0.5442603666307225,0.28644250563670226,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,954,0.5422017449269679,0.28928536417998235,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,955,0.5510244093716302,0.29301048916772865,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,956,0.561611606705225,0.29820605822958535,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,957,0.561611606705225,0.2974218213900598,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,958,0.5559258896186648,0.30036270953828054,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,959,0.5544554455445545,0.30095088716792473,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,960,0.5556318008038428,0.3099696108224684,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,961,0.5503382021370454,0.3063425154396628,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,962,0.5468091363591805,0.3111459660817567,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,963,0.5448485442603667,0.30781295951377313,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,964,0.5480835212234094,0.30791098911871384,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,965,0.54533869228507,0.30379374571120477,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,966,0.543770218606019,0.30408783452602683,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,967,0.5436721890010783,0.3060484266248407,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,968,0.5461229291245956,0.30791098911871384,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,969,0.5417115969022644,0.3001666503283992,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,970,0.5506322909518675,0.3054602489951965,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,971,0.5367120870502892,0.30663660425448486,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,972,0.5389667679639251,0.3049701009704931,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,973,0.5414175080874424,0.30467601215567103,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,974,0.5460248995196549,0.3120282325262229,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,975,0.5476914028036467,0.3122242917361043,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,976,0.5525928830506813,0.31183217331634155,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,977,0.5492598764826978,0.31183217331634155,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,978,0.549161846877757,0.3138907950200961,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,979,0.5506322909518675,0.3181060680325458,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,980,0.5530830310753848,0.3286932653661406,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,981,0.5535731791000882,0.3271247916870895,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,982,0.5504362317419861,0.32653661405744533,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,983,0.5564160376433683,0.3333006567983531,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,984,0.5570042152730125,0.33428095284776005,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,985,0.5543574159396137,0.3293794726007254,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,986,0.5494559356925791,0.32408587393392807,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,987,0.5451426330751887,0.32300754827958045,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,988,0.5353396725811195,0.3095774924027056,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,989,0.5444564258406038,0.31163611410646014,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,990,0.5495539652975199,0.31183217331634155,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,991,0.548867758062935,0.3162435055386727,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,992,0.5509263797666896,0.3184001568473679,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,993,0.5436721890010783,0.3167336535633761,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,994,0.5459268699147143,0.3196745417115969,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,995,0.551416527791393,0.3106558180570532,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,996,0.5520047054210372,0.312322321341045,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,997,0.5584746593471228,0.3147730614645623,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,998,0.563180080384276,0.3185962160572493,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,999,0.5604352514459366,0.3203607489461818,2
1,2.5,2.1,BirthSelection,101,101,1,1,4578,1000,0.5556318008038428,0.3261444956376826,2
1,2.5,5,NoSelection,101,101,1,1,4578,901,0.5381825311243996,0.22487991373394764,3
1,2.5,5,NoSelection,101,101,1,1,4578,902,0.5510244093716302,0.22909518674639742,3
1,2.5,5,NoSelection,101,101,1,1,4578,903,0.5545534751494952,0.23282031173414372,3
1,2.5,5,NoSelection,101,101,1,1,4578,904,0.5443583962356632,0.23517302225272033,3
1,2.5,5,NoSelection,101,101,1,1,4578,905,0.5546515047544358,0.23399666699343202,3
1,2.5,5,NoSelection,101,101,1,1,4578,906,0.5465150475443584,0.23458484462307616,3
1,2.5,5,NoSelection,101,101,1,1,4578,907,0.5497500245074012,0.23468287422801687,3
1,2.5,5,NoSelection,101,101,1,1,4578,908,0.5533771198902069,0.23360454857366925,3
1,2.5,5,NoSelection,101,101,1,1,4578,909,0.546318988334477,0.2367414959317714,3
1,2.5,5,NoSelection,101,101,1,1,4578,910,0.552690912655622,0.2364474071169493,3
1,2.5,5,NoSelection,101,101,1,1,4578,911,0.553671208705029,0.23713361435153416,3
1,2.5,5,NoSelection,101,101,1,1,4578,912,0.5585726889520636,0.23438878541319477,3
1,2.5,5,NoSelection,101,101,1,1,4578,913,0.5494559356925791,0.23350651896872857,3
1,2.5,5,NoSelection,101,101,1,1,4578,914,0.5509263797666896,0.23144789726497403,3
1,2.5,5,NoSelection,101,101,1,1,4578,915,0.546318988334477,0.22987942358592295,3
1,2.5,5,NoSelection,101,101,1,1,4578,916,0.5452406626801294,0.2267424762278208,3
1,2.5,5,NoSelection,101,101,1,1,4578,917,0.5451426330751887,0.23076169003038918,3
1,2.5,5,NoSelection,101,101,1,1,4578,918,0.5482795804332908,0.23027154200568573,3
1,2.5,5,NoSelection,101,101,1,1,4578,919,0.54533869228507,0.23242819331438094,3
1,2.5,5,NoSelection,101,101,1,1,4578,920,0.5426918929516714,0.23017351240074502,3
1,2.5,5,NoSelection,101,101,1,1,4578,921,0.54533869228507,0.2303695716106264,3
1,2.5,5,NoSelection,101,101,1,1,4578,922,0.5487697284579943,0.22811489069699048,3
1,2.5,5,NoSelection,101,101,1,1,4578,923,0.5462209587295364,0.23282031173414372,3
1,2.5,5,NoSelection,101,101,1,1,4578,924,0.5412214488775611,0.23233016370944026,3
1,2.5,5,NoSelection,101,101,1,1,4578,925,0.5344574061366533,0.23144789726497403,3
1,2.5,5,NoSelection,101,101,1,1,4578,926,0.5426918929516714,0.2329183413390844,3
1,2.5,5,NoSelection,101,101,1,1,4578,927,0.5457308107048329,0.23242819331438094,3
1,2.5,5,NoSelection,101,101,1,1,4578,928,0.5417115969022644,0.23184001568473678,3
1,2.5,5,NoSelection,101,101,1,1,4578,929,0.5483776100382316,0.2330163709440251,3
1,2.5,5,NoSelection,101,101,1,1,4578,930,0.543476129791197,0.23223213410449955,3
1,2.5,5,NoSelection,101,101,1,1,4578,931,0.5411234192726203,0.23095774924027057,3
1,2.5,5,NoSelection,101,101,1,1,4578,932,0.547299284383884,0.22752671306734634,3
1,2.5,5,NoSelection,101,101,1,1,4578,933,0.5473973139888246,0.2254680913635918,3
1,2.5,5,NoSelection,101,101,1,1,4578,934,0.5410253896676797,0.22713459464758357,3
1,2.5,5,NoSelection,101,101,1,1,4578,935,0.5451426330751887,0.22987942358592295,3
1,2.5,5,NoSelection,101,101,1,1,4578,936,0.5404372120380355,0.23144789726497403,3
1,2.5,5,NoSelection,101,101,1,1,4578,937,0.5331830212724242,0.23115380845015196,3
1,2.5,5,NoSelection,101,101,1,1,4578,938,0.5392608567787471,0.2305656308205078,3
1,2.5,5,NoSelection,101,101,1,1,4578,939,0.543476129791197,0.2341927262033134,3
1,2.5,5,NoSelection,101,101,1,1,4578,940,0.5392608567787471,0.23242819331438094,3
1,2.5,5,NoSelection,101,101,1,1,4578,941,0.5379864719145182,0.22997745319086363,3
1,2.5,5,NoSelection,101,101,1,1,4578,942,0.5411234192726203,0.23331045975884718,3
1,2.5,5,NoSelection,101,101,1,1,4578,943,0.5459268699147143,0.237819821586119,3
1,2.5,5,NoSelection,101,101,1,1,4578,944,0.5457308107048329,0.23487893343789826,3
1,2.5,5,NoSelection,101,101,1,1,4578,945,0.5474953435937653,0.232722282129203,3
1,2.5,5,NoSelection,101,101,1,1,4578,946,0.5542593863346731,0.23066366042544847,3
1,2.5,5,NoSelection,101,101,1,1,4578,947,0.5624938731496912,0.23164395647485542,3
1,2.5,5,NoSelection,101,101,1,1,4578,948,0.5634741691990981,0.23536908146260171,3
1,2.5,5,NoSelection,101,101,1,1,4578,949,0.5635721988040389,0.2366434663268307,3
1,2.5,5,NoSelection,101,101,1,1,4578,950,0.5639643172238016,0.2417410057837467,3
1,2.5,5,NoSelection,101,101,1,1,4578,951,0.5684736790510734,0.24634839721595922,3
1,2.5,5,NoSelection,101,101,1,1,4578,952,0.5665130869522595,0.2464464268208999,3
1,2.5,5,NoSelection,101,101,1,1,4578,953,0.5692579158905989,0.24860307812959515,3
1,2.5,5,NoSelection,101,101,1,1,4578,954,0.5674933830016665,0.2478188412900696,3
1,2.5,5,NoSelection,101,101,1,1,4578,955,0.5682776198411921,0.2478188412900696,3
1,2.5,5,NoSelection,101,101,1,1,4578,956,0.5672973237917851,0.24762278208018823,3
1,2.5,5,NoSelection,101,101,1,1,4578,957,0.5663170277423782,0.24634839721595922,3
1,2.5,5,NoSelection,101,101,1,1,4578,958,0.5509263797666896,0.241642976178806,3
1,2.5,5,NoSelection,101,101,1,1,4578,959,0.5502401725321047,0.2391922360552887,3
1,2.5,5,NoSelection,101,101,1,1,4578,960,0.5545534751494952,0.2389961768454073,3
1,2.5,5,NoSelection,101,101,1,1,4578,961,0.5583766297421822,0.24066268012939906,3
1,2.5,5,NoSelection,101,101,1,1,4578,962,0.5571022448779531,0.24477992353690814,3
1,2.5,5,NoSelection,101,101,1,1,4578,963,0.5531810606803255,0.24252524262327224,3
1,2.5,5,NoSelection,101,101,1,1,4578,964,0.552690912655622,0.24213312420350946,3
1,2.5,5,NoSelection,101,101,1,1,4578,965,0.5497500245074012,0.2443878051171454,3
1,2.5,5,NoSelection,101,101,1,1,4578,966,0.550142142927164,0.24330947946279777,3
1,2.5,5,NoSelection,101,101,1,1,4578,967,0.5477894324085874,0.241642976178806,3
1,2.5,5,NoSelection,101,101,1,1,4578,968,0.5534751494951475,0.2443878051171454,3
1,2.5,5,NoSelection,101,101,1,1,4578,969,0.555533771198902,0.24448583472208607,3
1,2.5,5,NoSelection,101,101,1,1,4578,970,0.5492598764826978,0.2464464268208999,3
1,2.5,5,NoSelection,101,101,1,1,4578,971,0.546318988334477,0.24625036761101854,3
1,2.5,5,NoSelection,101,101,1,1,4578,972,0.5417115969022644,0.24379962748750122,3
1,2.5,5,NoSelection,101,101,1,1,4578,973,0.5444564258406038,0.24683854524066268,3
1,2.5,5,NoSelection,101,101,1,1,4578,974,0.5390647975688658,0.24085873933928045,3
1,2.5,5,NoSelection,101,101,1,1,4578,975,0.5389667679639251,0.23987844328987354,3
1,2.5,5,NoSelection,101,101,1,1,4578,976,0.543476129791197,0.23948632487011076,3
1,2.5,5,NoSelection,101,101,1,1,4578,977,0.5439662778159005,0.23860405842564456,3
1,2.5,5,NoSelection,101,101,1,1,4578,978,0.5413194784825017,0.24125085775904323,3
1,2.5,5,NoSelection,101,101,1,1,4578,979,0.5479854916184688,0.23958435447505147,3
1,2.5,5,NoSelection,101,101,1,1,4578,980,0.5476914028036467,0.23615331830212724,3
1,2.5,5,NoSelection,101,101,1,1,4578,981,0.5454367218900108,0.23723164395647486,3
1,2.5,5,NoSelection,101,101,1,1,4578,982,0.557494363297716,0.23713361435153416,3
